iter	Logloss
0	0.663110749
1	0.6344405651
2	0.6062354733
3	0.5796293909
4	0.5529396371
5	0.5284471293
6	0.5060309621
7	0.4834304622
8	0.463617592
9	0.4445869622
10	0.4266468784
11	0.4089427006
12	0.3917613094
13	0.375188861
14	0.3602120885
15	0.3456505295
16	0.3323752073
17	0.3193338657
18	0.3072169745
19	0.2961875918
20	0.284944594
21	0.2737797915
22	0.2642136622
23	0.255577029
24	0.2469492534
25	0.2389615444
26	0.2310054103
27	0.2235428758
28	0.21607425
29	0.2094563291
30	0.2034776109
31	0.1975955927
32	0.1914597978
33	0.1860017277
34	0.1802428402
35	0.1751540936
36	0.1704126344
37	0.1662146612
38	0.1616820303
39	0.1572159153
40	0.1531646212
41	0.1495911775
42	0.1462449908
43	0.1429533107
44	0.1398179725
45	0.1364789254
46	0.1337253404
47	0.1308085301
48	0.1280278196
49	0.1254790746
50	0.1226371515
51	0.1199820215
52	0.1176628449
53	0.1153785863
54	0.1133083602
55	0.111342699
56	0.1093919655
57	0.1078240039
58	0.1060324775
59	0.1044139198
60	0.1026866129
61	0.1013737794
62	0.09980107024
63	0.09852437311
64	0.09704091408
65	0.095598026
66	0.09431123369
67	0.09313911088
68	0.09186763721
69	0.0908258518
70	0.08963336935
71	0.0886585599
72	0.0877833625
73	0.08665273526
74	0.08547955219
75	0.08444438177
76	0.08363107861
77	0.08278813465
78	0.08197022019
79	0.08125321622
80	0.08044086073
81	0.07976241111
82	0.07901782767
83	0.07838482699
84	0.07777770016
85	0.07722514572
86	0.07664221392
87	0.07609250439
88	0.07558470351
89	0.07511582435
90	0.07462529237
91	0.07403888219
92	0.0736083845
93	0.07303927604
94	0.07249351482
95	0.07200812277
96	0.07153100904
97	0.07112905241
98	0.0707295879
99	0.07041228551
100	0.06992883009
101	0.06956695715
102	0.06905985323
103	0.0686091261
104	0.06820623671
105	0.06786081436
106	0.06751722207
107	0.06708668953
108	0.06674636121
109	0.06651168231
110	0.06624477759
111	0.06592812359
112	0.06567406368
113	0.06541501844
114	0.06511203401
115	0.06487540644
116	0.06464260329
117	0.06441986992
118	0.06406049228
119	0.06378792013
120	0.06355110277
121	0.06327844579
122	0.06312273215
123	0.06283821348
124	0.06252371764
125	0.06221942065
126	0.06206727263
127	0.06188346413
128	0.06168369953
129	0.06143906246
130	0.06125215345
131	0.061038389
132	0.06088716085
133	0.06071441647
134	0.06050200095
135	0.06035174337
136	0.06020656349
137	0.05997104644
138	0.05979288542
139	0.05965799976
140	0.05950468615
141	0.05935516894
142	0.05914497988
143	0.05894873874
144	0.05866834617
145	0.05856767416
146	0.05843061586
147	0.05824596613
148	0.05812097511
149	0.05798137076
150	0.05779337935
151	0.05770420646
152	0.05752813905
153	0.05744696764
154	0.0573281187
155	0.05715267238
156	0.05704447216
157	0.05690871858
158	0.05678960309
159	0.05663666312
160	0.05651591957
161	0.05643971908
162	0.05628608271
163	0.05617916293
164	0.05601946417
165	0.05590339929
166	0.05582722744
167	0.05570162454
168	0.05550514216
169	0.05544091615
170	0.05531306207
171	0.05505219201
172	0.05495647216
173	0.0548721381
174	0.05479884308
175	0.05468181838
176	0.0546220052
177	0.05456773874
178	0.05444963684
179	0.05435562365
180	0.05423861542
181	0.05415507179
182	0.05403221298
183	0.05393613438
184	0.05380800995
185	0.05370635214
186	0.05358087777
187	0.05344200538
188	0.05334737794
189	0.05320187904
190	0.05310690313
191	0.05298668105
192	0.05287947153
193	0.05276956496
194	0.0526413002
195	0.05255218598
196	0.05248148471
197	0.0524082387
198	0.05234265489
199	0.05224330354
200	0.05211662712
201	0.05204223935
202	0.05195985075
203	0.0518637848
204	0.05175957994
205	0.05158615485
206	0.05142892006
207	0.05136103693
208	0.05121409458
209	0.05114689873
210	0.05104248297
211	0.05098445826
212	0.05084109755
213	0.05075656494
214	0.05067499579
215	0.05059945029
216	0.0505287445
217	0.05041683561
218	0.050322308
219	0.05024184737
220	0.05014755105
221	0.05006186711
222	0.05001485085
223	0.04987070872
224	0.04983958027
225	0.04972534448
226	0.04964126541
227	0.04953983
228	0.04946265259
229	0.04935633971
230	0.04929242622
231	0.04923473416
232	0.04917012712
233	0.04905614406
234	0.04898684412
235	0.04896160902
236	0.04890449824
237	0.04882145069
238	0.0487429326
239	0.04867786402
240	0.04856308
241	0.0485094746
242	0.04844983032
243	0.04835805282
244	0.04832684467
245	0.04827094878
246	0.04824866466
247	0.04815186342
248	0.04810307762
249	0.04804105223
250	0.04798401141
251	0.04790803361
252	0.04785187635
253	0.04772719682
254	0.04761400489
255	0.04755091922
256	0.04747455707
257	0.04740172562
258	0.04733846047
259	0.04728132105
260	0.04718614428
261	0.04712009302
262	0.04710913365
263	0.04698192036
264	0.0469486603
265	0.04688677354
266	0.04682490989
267	0.04675463538
268	0.04670940575
269	0.04664793086
270	0.04660568053
271	0.0465825244
272	0.04648043565
273	0.04637655785
274	0.04627157839
275	0.04624267178
276	0.04616830118
277	0.04607328083
278	0.0460289177
279	0.04589253284
280	0.04582596014
281	0.04571982162
282	0.04567548336
283	0.04557472743
284	0.04547797523
285	0.04542455298
286	0.0453363536
287	0.04524593521
288	0.04515767457
289	0.04509875583
290	0.04506867808
291	0.04501080479
292	0.04493871037
293	0.04482622452
294	0.04477236751
295	0.04472815991
296	0.04460500458
297	0.04448990372
298	0.0444154885
299	0.04433552086
300	0.04430121886
301	0.04423382829
302	0.04420912618
303	0.04416882192
304	0.04403972428
305	0.04397489068
306	0.04392512971
307	0.04386739006
308	0.04378135681
309	0.0436960035
310	0.04360306329
311	0.04350709225
312	0.04344022747
313	0.04337517954
314	0.04327243199
315	0.04322366319
316	0.04315121779
317	0.04309387144
318	0.04303473637
319	0.04293905347
320	0.04290220861
321	0.04286785606
322	0.0428032919
323	0.04271062067
324	0.04259652687
325	0.0425511171
326	0.04245177209
327	0.04237694019
328	0.04228552796
329	0.04223795847
330	0.04217622583
331	0.04212608123
332	0.04206202926
333	0.0420251762
334	0.04194316811
335	0.04185762464
336	0.04180557432
337	0.04175650036
338	0.04168817676
339	0.04161169082
340	0.04153968301
341	0.04146106791
342	0.04140364762
343	0.04135051651
344	0.04126967317
345	0.04124013185
346	0.04118586001
347	0.04109622934
348	0.04100539215
349	0.04096858273
350	0.04090300781
351	0.04085615411
352	0.04079121443
353	0.04072670991
354	0.04061777241
355	0.04055882026
356	0.04046984161
357	0.04043392575
358	0.04038545066
359	0.04033422752
360	0.04026521561
361	0.04016338269
362	0.04013991455
363	0.04011877597
364	0.04005627128
365	0.03995138197
366	0.03990003164
367	0.03986252579
368	0.03977955042
369	0.03970062881
370	0.03964417358
371	0.03960241272
372	0.0395257119
373	0.03947936343
374	0.03938818311
375	0.039331663
376	0.03929192121
377	0.03926065143
378	0.039171468
379	0.03911161735
380	0.03907516998
381	0.03905065197
382	0.03902153052
383	0.03896285208
384	0.0389181532
385	0.03883185122
386	0.03881965063
387	0.03878302391
388	0.03873267387
389	0.03869747365
390	0.03864405526
391	0.03860514795
392	0.03856355324
393	0.03850484099
394	0.03841800721
395	0.03839892966
396	0.03830186073
397	0.03826240887
398	0.0381764193
399	0.03813169464
400	0.03810044189
401	0.03806170026
402	0.03801310094
403	0.03789114088
404	0.03782252322
405	0.03778051227
406	0.03772888507
407	0.03768331543
408	0.03762675032
409	0.03757985509
410	0.03750918784
411	0.03746258115
412	0.03740406305
413	0.0373402905
414	0.03731382267
415	0.03729591281
416	0.03726005541
417	0.03723288115
418	0.03721408727
419	0.0371657706
420	0.03708880422
421	0.03703940947
422	0.03701777589
423	0.0369842982
424	0.03694856752
425	0.03688291103
426	0.03683697452
427	0.03676741859
428	0.03672054924
429	0.03670080192
430	0.03664289005
431	0.03662210632
432	0.03659360423
433	0.03656619892
434	0.03651969881
435	0.03648322884
436	0.03645483516
437	0.03637811779
438	0.03629897676
439	0.03624418058
440	0.03615656403
441	0.03611629043
442	0.03605154704
443	0.03601629152
444	0.03593324311
445	0.03588026718
446	0.03582504873
447	0.03578969977
448	0.03574274017
449	0.03571992742
450	0.03562455126
451	0.03553263932
452	0.03544470309
453	0.03539148762
454	0.0353675247
455	0.03534165091
456	0.03529789411
457	0.03522928984
458	0.03520246541
459	0.03512324307
460	0.03507391532
461	0.03497091336
462	0.03492118223
463	0.03489222323
464	0.03485644114
465	0.0348100246
466	0.03478579322
467	0.03469641427
468	0.03467085105
469	0.03463673831
470	0.03455960781
471	0.03448585841
472	0.03444984767
473	0.03440466155
474	0.03437771865
475	0.03433153369
476	0.03427447565
477	0.03419900418
478	0.03414960939
479	0.03409003368
480	0.0340022542
481	0.0339296472
482	0.03389515165
483	0.0338568114
484	0.03377197337
485	0.03373540113
486	0.03368805885
487	0.03365163409
488	0.03363080511
489	0.03359810408
490	0.03355406227
491	0.03349468347
492	0.03344873576
493	0.03338929675
494	0.0333575629
495	0.03333612498
496	0.0332828456
497	0.03325707634
498	0.03319444825
499	0.0331630459
500	0.03308435801
501	0.03305153496
502	0.03300435508
503	0.03296270191
504	0.0329487576
505	0.03291697612
506	0.03285209314
507	0.03277446988
508	0.03273548876
509	0.03271278697
510	0.03270405384
511	0.03263883048
512	0.03258813814
513	0.03254871172
514	0.03250873929
515	0.03248546533
516	0.03246173123
517	0.03244149948
518	0.03242080733
519	0.03234112422
520	0.03232030159
521	0.03228355129
522	0.03226609933
523	0.03221834655
524	0.03218872871
525	0.03214242506
526	0.03205171347
527	0.03203778975
528	0.03200833955
529	0.03195461239
530	0.03194476577
531	0.03192056491
532	0.03189420314
533	0.03186404447
534	0.03180342394
535	0.03177168618
536	0.03173227025
537	0.03169827049
538	0.03165800405
539	0.03163255387
540	0.03159617935
541	0.03157342614
542	0.03151358326
543	0.03148733744
544	0.03145172914
545	0.03139324385
546	0.03135609528
547	0.0313287806
548	0.03131051212
549	0.03126380682
550	0.03121692451
551	0.03117522153
552	0.03115111335
553	0.0311199037
554	0.03104729989
555	0.03100947078
556	0.03098887457
557	0.03095127921
558	0.03087847695
559	0.030848644
560	0.030836087
561	0.03079843331
562	0.03077876679
563	0.03072407633
564	0.03067041415
565	0.03060506026
566	0.03053750088
567	0.03052652538
568	0.03048034341
569	0.03044211657
570	0.03040955485
571	0.03035686381
572	0.03032144217
573	0.03026313372
574	0.03023289758
575	0.03020616201
576	0.03018400064
577	0.03015182046
578	0.03011772742
579	0.03009739199
580	0.03007880734
581	0.03003793722
582	0.03000689782
583	0.02998867288
584	0.02997373925
585	0.02994052623
586	0.02989594782
587	0.02988083087
588	0.02981084251
589	0.02979022936
590	0.02977093584
591	0.02975017832
592	0.02972981257
593	0.02971104367
594	0.0296755765
595	0.02961259562
596	0.02958174028
597	0.02957072378
598	0.02954738669
599	0.02952636863
600	0.02951127228
601	0.02949083147
